26.10518781,-5.75581603,0.04576018
20.40451953,-6.47921128,-0.01888676
17.13326278,-6.34467517,0.05003609
18.24901600,-6.44272145,0.03760836
21.62160607,-6.04751603,0.06204507
17.92881458,-6.66410863,0.01321815
16.63083672,-8.65210144,0.04227252
21.34846532,-5.81151529,0.04812772
19.33444165,-5.22822423,0.04084223
19.14674607,-5.96243529,0.02269783
30.19083911,-7.19156119,0.07542818
31.00579839,-2.77331639,-0.08057961
36.59476333,0.64023931,0.04201276
36.68874060,-6.15902982,-0.00372910
35.85966822,-5.51484655,0.03889959
30.48464481,-4.54819184,0.03175513
37.39361822,-5.09738067,0.04060085
58.70519098,-6.14389863,0.02229363
45.31327847,-3.85772010,0.04975546
38.72722385,-5.89135491,0.03530579
38.37096133,-6.80690226,0.01836918
35.87867199,-6.39718839,0.02521193
33.10891451,-32.70281282,-0.05664950
36.83772269,26.02445853,0.09388376
47.37980061,-6.22856669,0.02028250
44.04569071,-53.13115355,0.20467954
30.69928093,-6.28007170,-0.09889751
29.08593076,-39.21152767,0.19710678
25.61361958,-60.32525322,-0.22382803
31.28460322,-4.44354186,0.12822911
29.48715366,-6.44299162,-0.02928004
33.16880792,-4.83556859,0.05923593
34.84489948,-6.15522537,-0.02376142
31.92964137,-5.33733688,0.12504937
33.70089469,-4.73334153,0.08227729
31.61055413,-4.77478926,0.03875054
31.02236097,-9.58886572,0.01024802
33.73680018,-8.30419001,-0.07923248
35.99469612,-6.60688699,0.07514175
35.44741484,-4.84002371,0.06395915
36.11059047,-6.94628826,0.06243946
30.08644068,-4.58202169,0.04825003
33.41820221,-2.98669515,0.04631468
37.60370756,-3.99531544,0.06461704
34.16013607,-2.63484802,0.07408224
35.88413362,-65.06048225,-0.29153360
34.34478029,-5.30783404,-0.02795306
29.77070963,-27.85363031,0.18201239
27.22501492,-5.81621585,0.07431950
27.27168767,-3.86916115,0.06760541
28.04086355,-4.10072362,0.05482261
26.63606109,-1.46218312,0.02323883
24.71380440,-3.59310569,0.03018740
27.12192478,-4.71540326,0.05718949
31.24481101,-3.48641983,0.08211382
26.42027260,-4.36838637,0.05368185
24.30734908,-1.52221042,0.05216398
35.09435643,-2.74114593,0.04435719
33.82431200,-4.26146292,0.06939006
29.33168393,-3.28856604,0.05594287
31.96762671,-4.58901154,0.03550368
29.29682958,-4.21388347,0.05025029
29.74111241,-4.46223514,0.06629027
28.70829978,-1.57549413,0.03803129
31.32413014,-4.67942113,0.04331471
