3.19674774,-10.05884842,0.07452512
0.66304447,-7.94865792,-0.01358587
8.56493693,-7.57405124,0.02893118
15.63864509,-6.96751198,0.04670604
2.08342716,-7.29709921,-0.03853272
3.01734153,-10.38602667,-0.01874677
5.61649482,-8.33878035,0.03087548
1.96842560,-9.57119493,-0.02764470
1.31712340,-10.01879311,-0.06268905
3.25242468,-62.63469734,-0.52716419
6.61687213,-3.53486453,0.07986997
4.68167450,-3.73476786,-0.07801444
4.12658038,-8.47013901,-0.00859421
2.28285548,-7.30396504,0.03725967
4.92945344,-6.36553641,0.03494208
1.08535669,-12.86332474,-0.11512220
7.53492887,-3.45870957,0.02625203
13.27562904,-7.60851625,0.04455674
1.27567949,-9.15487898,0.00649633
8.96753735,-45.54895989,0.34748317
2.50160506,50.31980644,0.55274020
9.25465328,43.77344922,0.21396455
4.97906680,-8.31080969,0.05096131
2.66662119,-7.92017448,0.01463214
10.85734762,-42.11975670,0.26979014
8.71669686,24.99536582,-0.37251896
10.74524072,-6.11529865,0.04537789
7.06155751,-8.08636194,0.03489235
5.11696470,-7.13891217,0.05811177
13.76375925,-5.59163782,0.05171038
3.48149637,-4.88694193,0.05094208
21.14410416,-14.82690543,0.05836969
17.99577430,-59.37105713,0.35761302
3.41505582,5.76840266,0.08167650
5.43143888,17.34438256,0.30350360
3.32737512,-6.46014721,0.00927707
6.14903337,-10.70964459,0.08426801
5.07851232,-8.27596573,0.03023965
3.13754703,-6.58908350,0.01904860
11.25802419,-9.01462909,0.04099281
6.41721741,-7.59948462,0.02785109
3.08307106,-9.09219369,0.07734780
38.59106153,-8.89610579,0.04378322
4.87771363,13.05406440,-0.50492850
5.93058223,60.07309950,0.47350791
10.71352913,-8.61726480,0.04362561
15.84253663,-6.20252354,0.04984226
26.15007194,-6.02933542,0.05546528
9.81711895,34.99534130,-0.43116395
34.17955853,43.91471861,0.27935482
26.11137517,-0.32286499,0.10457575
9.43309241,-6.62455604,0.02276831
18.12722365,-9.01437264,-0.00459242
12.49957491,-7.66674320,0.02509030
24.66537478,-8.74669261,0.00731480
16.35576422,-8.43593132,0.02113340
16.32810158,-6.38639675,0.02467346
21.71904337,34.03186015,-0.31917948
5.11337815,-4.77631481,0.06267105
3.76352397,-4.89648053,0.07953905
3.22474429,-10.00175561,-0.04871791
9.44398423,-7.07978105,0.02986515
10.55446023,-52.75195667,-0.20698478
3.90361598,6.86438207,0.39718227
3.72349072,-6.60739309,0.03233339
